Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Recommendation_Helpfulness,Rating_Accuracy,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction
2023-06-08 17:52:26-05:30,65,female,few times per month,groceries and gourmet food;home and kitchen,sometimes,few times per week,keyword,multiple pages,4,yes,never,others,always,no,moderately,no,yes,4,5,competitive prices,add more familiar brands to the list,216602
2023-06-05 13:45:30-05:30,63,not_preferred,once a month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen;others,yes,few times per month,others,multiple pages,3,maybe,often,found a better price elsewhere,sometimes,yes,moderately,no,yes,2,2,user-friendly website/app interface,user interface,623966
2023-06-11 23:03:34-05:30,20,female,less than once a month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen;others,no,few times per week,categories,multiple pages,1,yes,rarely,high shipping costs,rarely,yes,never,no,sometimes,5,1,customer service,no issues,529368
2023-06-08 17:14:30-05:30,64,not_preferred,weekly,others,yes,few times per week,keyword,multiple pages,3,no,always,found a better price elsewhere,often,no,moderately,sometimes,yes,3,4,all the above,customer service responsiveness,875950
2023-06-07 11:48:25-05:30,63,others,weekly,others,sometimes,few times per month,filter,first page,4,yes,sometimes,high shipping costs,always,yes,moderately,no,sometimes,2,3,customer service,user interface,176872
2023-06-08 07:00:57-05:30,64,male,multiple times per week,others,sometimes,few times per week,categories,first page,2,yes,rarely,found a better price elsewhere,often,no,heavily,no,no,5,5,customer service,irrelevant product suggestions,413517
2023-06-04 18:01:59-05:30,42,not_preferred,few times per month,clothing and fashion;home and kitchen,no,rarely,keyword,multiple pages,4,maybe,never,others,always,no,occasionally,no,sometimes,3,3,all the above,shipping speed and reliability,336439
2023-06-11 23:04:17-05:30,56,male,few times per month,beauty and personal care;home and kitchen,no,few times per month,keyword,first page,2,yes,always,changed my mind or no longer need the item,often,yes,never,sometimes,no,2,2,wide product selection,better app interface and lower shipping charges,581500
2023-06-12 15:54:44-05:30,7,not_preferred,few times per month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen;others,no,rarely,keyword,multiple pages,4,no,always,high shipping costs,sometimes,yes,occasionally,yes,sometimes,1,1,competitive prices,no issues,806682
2023-06-05 13:45:30-05:30,22,female,multiple times per week,beauty and personal care;home and kitchen;others,sometimes,few times per month,filter,first page,3,yes,sometimes,high shipping costs,rarely,yes,heavily,yes,yes,5,1,customer service,user interface,698168
2023-06-09 15:00:03-05:30,60,not_preferred,less than once a month,clothing and fashion,sometimes,few times per month,keyword,multiple pages,5,maybe,never,changed my mind or no longer need the item,always,yes,never,no,yes,3,2,customer service,scrolling option would be much better than going to next page,487956
2023-06-06 18:40:30-05:30,28,others,less than once a month,beauty and personal care;home and kitchen;others,sometimes,rarely,filter,first page,4,yes,often,changed my mind or no longer need the item,always,no,never,no,no,3,3,competitive prices,no issues,513555
2023-06-11 23:09:33-05:30,47,female,less than once a month,groceries and gourmet food;clothing and fashion;home and kitchen;others,no,rarely,keyword,multiple pages,4,no,rarely,changed my mind or no longer need the item,always,no,occasionally,yes,yes,2,5,quick delivery,no issues,546176
2023-06-07 22:07:42-05:30,36,not_preferred,weekly,groceries and gourmet food;beauty and personal care,yes,rarely,others,multiple pages,5,no,often,found a better price elsewhere,never,yes,rarely,yes,sometimes,3,3,wide product selection,no issues,978551
2023-06-11 22:49:05-05:30,47,not_preferred,weekly,clothing and fashion;others,no,multiple times a day,keyword,first page,1,yes,never,found a better price elsewhere,always,yes,never,no,sometimes,4,5,wide product selection,no issues,529071
2023-06-06 18:38:45-05:30,56,not_preferred,multiple times per week,beauty and personal care;clothing and fashion,no,rarely,keyword,multiple pages,5,no,rarely,others,always,yes,occasionally,no,yes,4,3,quick delivery,user interface,266176
2023-06-06 09:47:31-05:30,16,others,once a month,beauty and personal care,sometimes,multiple times a day,keyword,multiple pages,2,no,always,changed my mind or no longer need the item,never,no,occasionally,no,yes,5,5,unknown,customer service responsiveness,726607
2023-06-04 23:09:27-05:30,13,others,less than once a month,clothing and fashion;home and kitchen;others,no,few times per week,categories,first page,3,maybe,never,found a better price elsewhere,never,yes,occasionally,no,sometimes,2,1,customer service,no issues,952423
2023-06-07 18:18:37-05:30,62,not_preferred,multiple times per week,beauty and personal care;clothing and fashion;home and kitchen,sometimes,rarely,filter,multiple pages,4,no,rarely,changed my mind or no longer need the item,sometimes,yes,never,yes,sometimes,3,3,competitive prices,add more familiar brands to the list,151595
2023-06-11 23:18:35-05:30,27,not_preferred,weekly,beauty and personal care,yes,few times per month,categories,multiple pages,4,no,sometimes,found a better price elsewhere,sometimes,yes,occasionally,yes,yes,4,4,customer service,customer service responsiveness,642289
2023-06-07 21:21:10-05:30,9,not_preferred,multiple times per week,clothing and fashion;others,no,rarely,filter,multiple pages,2,no,often,found a better price elsewhere,rarely,yes,heavily,yes,no,5,1,competitive prices,irrelevant product suggestions,700442
2023-06-11 22:56:58-05:30,14,not_preferred,multiple times per week,groceries and gourmet food;beauty and personal care;clothing and fashion,yes,few times per month,keyword,multiple pages,1,maybe,often,high shipping costs,rarely,yes,rarely,sometimes,sometimes,1,2,customer service,add more familiar brands to the list,541495
2023-06-09 14:43:37-05:30,11,male,multiple times per week,clothing and fashion;others,sometimes,rarely,keyword,first page,5,maybe,sometimes,high shipping costs,never,yes,occasionally,sometimes,no,2,5,competitive prices,user interface,310955
2023-06-09 12:22:47-05:30,55,others,weekly,groceries and gourmet food;home and kitchen,no,few times per month,keyword,multiple pages,2,maybe,sometimes,high shipping costs,sometimes,yes,rarely,no,yes,1,2,all the above,no issues,173022
2023-06-09 15:22:15-05:30,64,female,multiple times per week,groceries and gourmet food;clothing and fashion,no,multiple times a day,keyword,first page,2,maybe,always,others,never,yes,occasionally,sometimes,no,3,2,customer service,user interface,260208
2023-06-05 00:57:05-05:30,64,male,weekly,home and kitchen,yes,few times per month,filter,multiple pages,5,yes,often,changed my mind or no longer need the item,often,yes,occasionally,no,no,1,4,product recommendations,i have no problem with amazon yet. but others tell me about the refund issues,318798
2023-06-04 21:22:58-05:30,44,not_preferred,less than once a month,groceries and gourmet food;clothing and fashion,no,few times per week,others,first page,1,no,never,high shipping costs,never,yes,rarely,no,sometimes,4,3,wide product selection,user interface,463533
2023-06-05 09:56:58-05:30,17,female,once a month,beauty and personal care;home and kitchen;others,sometimes,few times per week,others,multiple pages,5,no,always,high shipping costs,always,no,moderately,yes,no,5,2,competitive prices,no issues,758419
2023-06-07 18:15:10-05:30,37,male,multiple times per week,groceries and gourmet food;clothing and fashion;others,no,multiple times a day,keyword,first page,4,no,sometimes,high shipping costs,rarely,yes,never,sometimes,yes,3,2,unknown,reducing packaging waste,634031
2023-06-12 15:59:10-05:30,43,male,few times per month,groceries and gourmet food;clothing and fashion;home and kitchen;others,yes,few times per week,keyword,multiple pages,1,no,always,high shipping costs,sometimes,no,occasionally,sometimes,sometimes,4,5,customer service,better app interface and lower shipping charges,744257
2023-06-05 20:50:24-05:30,15,female,once a month,beauty and personal care;home and kitchen,yes,few times per week,keyword,first page,3,yes,sometimes,others,always,yes,rarely,sometimes,yes,5,4,wide product selection,quality of product is very poor according to the big offers,736921
2023-06-11 22:54:33-05:30,24,not_preferred,few times per month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen,yes,multiple times a day,keyword,first page,2,yes,often,others,sometimes,yes,moderately,no,yes,3,1,unknown,shipping speed and reliability,159475
2023-06-05 21:56:08-05:30,66,male,once a month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen,no,rarely,keyword,first page,4,maybe,sometimes,others,never,yes,never,yes,sometimes,3,2,wide product selection,i have no problem with amazon yet. but others tell me about the refund issues,754330
2023-06-08 03:23:58-05:30,16,female,less than once a month,beauty and personal care,no,multiple times a day,keyword,first page,1,no,never,high shipping costs,often,yes,occasionally,no,sometimes,4,5,wide product selection,scrolling option would be much better than going to next page,564015
2023-06-07 11:47:07-05:30,31,not_preferred,once a month,others,yes,few times per week,filter,first page,2,yes,always,others,sometimes,yes,never,sometimes,yes,3,5,customer service,no issues,383482
2023-06-07 12:39:08-05:30,28,not_preferred,less than once a month,beauty and personal care;home and kitchen,sometimes,multiple times a day,keyword,first page,5,no,rarely,changed my mind or no longer need the item,often,yes,occasionally,yes,sometimes,5,4,customer service,no issues,657226
2023-06-06 12:52:14-05:30,21,male,once a month,clothing and fashion;home and kitchen,yes,few times per month,filter,multiple pages,2,yes,always,changed my mind or no longer need the item,often,yes,rarely,no,sometimes,3,1,product recommendations,add more familiar brands to the list,137968
2023-06-09 15:09:41-05:30,42,not_preferred,few times per month,beauty and personal care;home and kitchen,no,few times per week,keyword,first page,4,yes,sometimes,high shipping costs,always,yes,occasionally,yes,yes,2,5,unknown,scrolling option would be much better than going to next page,401067
2023-06-11 23:15:37-05:30,19,not_preferred,less than once a month,beauty and personal care;clothing and fashion;others,sometimes,few times per month,keyword,multiple pages,1,yes,always,high shipping costs,never,no,rarely,no,yes,4,2,quick delivery,user interface,407786
2023-06-07 21:54:56-05:30,59,not_preferred,less than once a month,home and kitchen,sometimes,multiple times a day,filter,multiple pages,1,maybe,rarely,found a better price elsewhere,rarely,yes,moderately,no,sometimes,5,5,product recommendations,shipping speed and reliability,277131
2023-06-06 19:10:55-05:30,60,not_preferred,less than once a month,groceries and gourmet food;beauty and personal care;home and kitchen,yes,rarely,others,first page,3,maybe,always,high shipping costs,rarely,no,occasionally,yes,no,3,4,product recommendations,no issues,907150
2023-06-08 21:39:30-05:30,61,others,few times per month,clothing and fashion;others,no,few times per week,categories,first page,1,yes,always,found a better price elsewhere,sometimes,yes,heavily,yes,yes,1,1,quick delivery,i have no problem with amazon yet. but others tell me about the refund issues,321426
2023-06-06 19:42:51-05:30,39,not_preferred,less than once a month,groceries and gourmet food;beauty and personal care;clothing and fashion;others,no,multiple times a day,keyword,first page,1,no,rarely,changed my mind or no longer need the item,never,no,occasionally,yes,yes,4,4,competitive prices,reducing packaging waste,749846
